Path;FileName
E:\eagle\MLA2036BU.mp4;"MLA2036BU - VI Admin's Guide Supporting Container-Based Machine Learning with PKS.mp4"
E:\eagle\MLA2336BU.mp4;"MLA2336BU - AI-Driven Support Harnessing ML for Next-Generation Proactive Support.mp4"
E:\eagle\MLA2612BU.mp4;"MLA2612BU - Machine Learning with GPU Using Cloud Automation Services and Bitfusion.mp4"
E:\eagle\MLA2646BU.mp4;"MLA2646BU - Machine Learning Architectures Current and Future ML Design Options.mp4"
E:\eagle\MLA3061BU.mp4;"MLA3061BU - Support Hub How Machine Learning is Making Support a Newly Magical Experience.mp4"
E:\eagle\MLA3388BU.mp4;"MLA3388BU - Scaling the Virtualization Hurdle for Machine Learning, Big Data and HPC.mp4"
E:\eagle\MLA3390BU.mp4;"MLA3390BU - Running GPU-Accelerated Data Science Workflows Virtually using NVIDIA vGPU.mp4"
E:\eagle\MLA3411BU.mp4;"MLA3411BU - Start Your AI Journey with VMware Cloud Foundation-based Analytics Platform.mp4"
E:\eagle\MLA3601BUS.mp4;"MLA3601BUS - Power the Modern Data Center Whats New with vSphere and NVIDIA GPUs.mp4"
E:\eagle\MOD3543KU.mp4;"MOD3543KU - Showcase Keynote Kubernetes and the Cloud Native Journey.mp4"
E:\eagle\NEDG1085BU.mp4;"NEDG1085BU - Breaking with Tradition How VMware IT Transformed WAN with VMware SD-WAN.mp4"
E:\eagle\NEDG1333BU.mp4;"NEDG1333BU - Consuming Service Provider SD-WAN Services.mp4"
E:\eagle\NEDG2576BU.mp4;"NEDG2576BU - Know, Understand, Execute Network Monitoring and Analytics with SD-WAN.mp4"
E:\eagle\NEDG2577BU.mp4;"NEDG2577BU - Why Your Digital Transformation Needs SD-WAN.mp4"
E:\eagle\NEDG2579BU.mp4;"NEDG2579BU - SD-WAN Use Cases Hybrid WAN, Cloud Shift, Security, and More.mp4"
E:\eagle\NEDG2592BU.mp4;"NEDG2592BU - All the Acronyms uCPE, NFV, and SD-WAN for the Future and Beyond.mp4"
E:\eagle\NEDG2596BU.mp4;"NEDG2596BU - SD-WAN and 5G A Two-Pronged Approach to a Strategic Network Edge.mp4"
E:\eagle\NEDG2598BU.mp4;"NEDG2598BU - SD-WAN and Your Business Ensuring You Have a Business-Ready Network.mp4"
E:\eagle\NEDG2600BU.mp4;"NEDG2600BU - Achieving a Best-of-Breed SD-WAN Technology Ecosystem.mp4"
E:\eagle\NEDG2601BU.mp4;"NEDG2601BU - Going All the Way with SD-WAN and Virtualization A Case Study.mp4"
E:\eagle\NEDG2605BU.mp4;"NEDG2605BU - Network Edge The New Frontier for EUC, IoT, 5G, and Beyond.mp4"
E:\eagle\NEDG2608BU.mp4;"NEDG2608BU - Easy Peasy Answers for Your Common SD-WAN Adoption Questions.mp4"
E:\eagle\NEDG2613BU.mp4;"NEDG2613BU - Extending vRealize Network Insight Capabilities with VMware SD-WAN.mp4"
E:\eagle\NEDG2617BU.mp4;"NEDG2617BU - Match Made in Heaven SD-WAN for Azure, AWS, and Google Cloud Platform.mp4"
E:\eagle\NEDG3480BU.mp4;"NEDG3480BU - Dell IT Our Software-Defined Journey - Implementing VMware SD-WAN by VeloCloud.mp4"
E:\eagle\NETS3413KU.mp4;"NETS3413KU - Showcase Keynote Networking and Security for the Cloud Era.mp4"
E:\eagle\OCTO1079BU.mp4;"OCTO1079BU - Hybrid Cloud Runtime Reference Architecture with the VMware OCTO.mp4"
E:\eagle\OCTO1872BU.mp4;"OCTO1872BU - Inside VMwares Innovation Engine Our Innovators Speak.mp4"
E:\eagle\OCTO1911BU.mp4;"OCTO1911BU - Project Pathway - A Paradigm Shift in Corporate WAN.mp4"
E:\eagle\OCTO2501BU.mp4;"OCTO2501BU - Post-Quantum Cryptography What Every Security Professional Should Know.mp4"
E:\eagle\OCTO2527BU.mp4;"OCTO2527BU - Toward a Unified Trusted Computing Framework in Virtualized Environments.mp4"
E:\eagle\OCTO2534BU.mp4;"OCTO2534BU - An Architecture for Managing NVMe over Fabrics.mp4"
E:\eagle\OCTO2657BU.mp4;"OCTO2657BU - VMware Blockchain Distributed Trust at Scale.mp4"
E:\eagle\OCTO2718BU.mp4;"OCTO2718BU - Accelerating Intra-Host PVRDMA Storage Traffic in a Future Dell AMD Server.mp4"
E:\eagle\OCTO2746BU.mp4;"OCTO2746BU - Big Memory with VMware Cluster Memory.mp4"
E:\eagle\OCTO2793BU.mp4;"OCTO2793BU - Employee Superpowers with Spatial Computing and Artificial Intelligence.mp4"
E:\eagle\OCTO2944BU.mp4;"OCTO2944BU - Armed and Ready VMware Tech and Solutions on Arm-Based Systems.mp4"
E:\eagle\SAI1017BU.mp4;"SAI1017BU - Apply Consistent Security Across VMs, Containers, and Bare Metal.mp4"
E:\eagle\SAI1087BU.mp4;"SAI1087BU - How VMware IT Leveraged the VMware Service-Defined Firewall.mp4"
E:\eagle\SAI1164BU.mp4;"SAI1164BU - Practical Guide to Multi-layered Security in the SDDC.mp4"
E:\eagle\SAI1268BU.mp4;"SAI1268BU - Introduction to AppDefense.mp4"
E:\eagle\SAI1295BU.mp4;"SAI1295BU - Ensure Good App Behavior with AppDefense App Verification Cloud.mp4"
E:\eagle\SAI1452BU.mp4;"SAI1452BU - NSX Service-Defined Firewall Reference Architecture Deep Dive.mp4"
E:\eagle\SAI1529BU.mp4;"SAI1529BU - NSX-T Firewall Design and Deployment Best Practices.mp4"
E:\eagle\SAI1847BU.mp4;"SAI1847BU - Introduction to the VMware NSX Service-Defined Firewall.mp4"
E:\eagle\SAI1986BU.mp4;"SAI1986BU - Agentless Anti-Virus with NSX-T Guest Introspection Deep Dive.mp4"
E:\eagle\SAI2134BU.mp4;"SAI2134BU - Secure Your VMs with vSphere and AppDefense.mp4"
E:\eagle\SAI2565BU.mp4;"SAI2565BU - What's New with NSX-T Micro-Segmentation.mp4"
E:\eagle\SAI2781BU.mp4;"SAI2781BU - NSX-T Advanced Security and Networking Service Insertion Deep Dive.mp4"
E:\eagle\SAI2849BU.mp4;"SAI2849BU - Deploying AppDefense Use Cases and Customer Examples.mp4"
E:\eagle\SAI3071BU.mp4;"SAI3071BU - Using VMware NSX Policy and Analytics to Address Key Challenges in Security.mp4"
E:\eagle\SAI3196BU.mp4;"SAI3196BU - AppDefense Reference Architecture Deep Dive.mp4"
E:\eagle\SAI3336BU.mp4;"SAI3336BU - Best Practices Security and Compliance for Cloud Workloads.mp4"
E:\eagle\SAI3503BUS.mp4;"SAI3503BUS - Best Practices for Architecting Hybrid Cloud Security.mp4"
E:\eagle\SAI3508BUS.mp4;"SAI3508BUS - Security Past, Present and Future  Securing your Evolving Infrastructure.mp4"
E:\eagle\SAI3510BUS.mp4;"SAI3510BUS - Healthy Expansion CHRISTUS Healths Virtualization Journey.mp4"
E:\eagle\SAI3673BU.mp4;"SAI3673BU - Analytics-driven Application Security and Web Application Firewall.mp4"
E:\eagle\SAI4118BU.mp4;"SAI4118BU - Data Guardians of the Galaxy Securing the Future of your Endpoints.mp4"
E:\eagle\SEC3412KU.mp4;"SEC3412KU - Showcase Keynote Intrinsic Security - How Your VMware Infrastructure Can Turn the Tide in Cybersecurity.mp4"
E:\eagle\T5G1105BU.mp4;"T5G1105BU - Achieving High Performance with NFV Data Plane Workloads The Secrets.mp4"
E:\eagle\T5G1731BU.mp4;"T5G1731BU - Accelerating VMware vCloud NFV Delivery A Case Study.mp4"
E:\eagle\T5G1919BU.mp4;"T5G1919BU - Deploying VMware vCloud NFV Integrated OpenStack A Step-by-Step Approach.mp4"
E:\eagle\T5G2264BU.mp4;"T5G2264BU - Ericsson Virtual Packet Gateway on vCloud NFV Cooperation and Optimization.mp4"
E:\eagle\T5G3863BUS.mp4;"T5G3863BUS - Samsung Knox Evolution to Hyper-Connectivity.mp4"
E:\eagle\T5G3864BU.mp4;"T5G3864BU - Evolving your network with 5G and SD-WAN.mp4"
E:\eagle\UEM1438BU.mp4;"UEM1438BU - Opportunity Knocks! Support All Enterprise Endpoints by Extending Workspace ONE.mp4"
E:\eagle\UEM1454BU.mp4;"UEM1454BU - Workspace ONE AirLift Get to Windows 10 Modern Management Faster.mp4"
E:\eagle\UEM1455BU.mp4;"UEM1455BU - Not Just Physical Workspace ONE UEM Management of Horizon VDI.mp4"
E:\eagle\UEM1460BU.mp4;"UEM1460BU - Windows 10 Troubleshooting Tips and Tricks.mp4"
E:\eagle\UEM1558BU.mp4;"UEM1558BU - How to Design a Zero-Trust Architecture Using Workspace ONE.mp4"
E:\eagle\UEM1570BU.mp4;"UEM1570BU - Mastering the Move to Windows 10 Modern Management with Workspace ONE.mp4"
E:\eagle\UEM1810BU.mp4;"UEM1810BU - Jump-Start Device Administrator to Android Enterprise Migration.mp4"
E:\eagle\UEM1856BU.mp4;"UEM1856BU - Workspace ONE Intelligence  Automation, Dashboards and Reports Introduction.mp4"
E:\eagle\UEM1929BU.mp4;"UEM1929BU - Migrating Your Workspace ONE Deployment to the Cloud.mp4"
E:\eagle\UEM2099BU.mp4;"UEM2099BU - Live Demo - macOS Management from Zero to ONE.mp4"
E:\eagle\UEM2155BU.mp4;"UEM2155BU - Security Takes a Village Leveraging Workspace ONE Trust Network.mp4"
E:\eagle\UEM2262BU.mp4;"UEM2262BU - Deep(er) Dive into Enterprise iOS Management.mp4"
E:\eagle\UEM2263BU.mp4;"UEM2263BU - Make Zero-Touch Provisioning on Windows 10 a Reality for Your Organization.mp4"
E:\eagle\UEM2350BU.mp4;"UEM2350BU - Getting the Most Out of Microsoft 365 and Workspace ONE Together.mp4"
E:\eagle\UEM2505BU.mp4;"UEM2505BU - Leveraging In-Product Support for Workspace ONE UEM.mp4"
E:\eagle\UEM2679BU.mp4;"UEM2679BU - Take This Job and Love It Make the Most of Your UEM Solution with Dell Technologies and VMware.mp4"
E:\eagle\UEM2684BU.mp4;"UEM2684BU - Upgrade Unlocked Fusing Intelligent Automation with Proactive Support.mp4"
E:\eagle\UEM2912BU.mp4;"UEM2912BU - Workspace ONE Data Loss Prevention Technical Overview.mp4"
E:\eagle\UEM2988BU.mp4;"UEM2988BU - Android Enterprise Modernize Your Rugged Deployments.mp4"
E:\eagle\UEM3009BU.mp4;"UEM3009BU - Whats New with Workspace ONE.mp4"
E:\eagle\UEM3121BU.mp4;"UEM3121BU - Employee Experience Management for the Modern Workplace.mp4"
E:\eagle\UEM3592BUS.mp4;"UEM3592BUS - BeyondCorp a new approach to enterprise security.mp4"
E:\eagle\UEM3675BUS.mp4;"UEM3675BUS - Juggling Okta, Workspace ONE, and Office 365.mp4"
E:\eagle\BCA1116BU.mp4;"BCA1116BU - Architecting Business-Critical Oracle Workloads on the VMware SDDC Platform.mp4"
E:\eagle\BCA2551BU.mp4;"BCA2551BU - Extreme Performance Series Low Latency Media and Entertainment Workloads.mp4"
E:\eagle\BCA3382BU.mp4;"BCA3382BU - Move SAP Workloads on VMware into Cloud without Re-architecting.mp4"
E:\eagle\BCA4906BUS.mp4;"BCA4906BUS - Mission Critical as Code Goes Public.mp4"
E:\eagle\CNET2841BU.mp4;"CNET2841BU - NSX-T Deep Dive Connecting Clouds and Data Centers via NSX-T VPN.mp4"
E:\eagle\CODE1801U.mp4;"CODE1801U - What Is Service Mesh, and Why Do I Need One.mp4"
E:\eagle\CODE2221U.mp4;"CODE2221U - Achieving Predictable Response Time for Micro Service Based Applications on a Service Mesh.mp4"
E:\eagle\CODE3102U.mp4;"CODE3102U - Getting Started with Service Mesh.mp4"
E:\eagle\CODE3456U.mp4;"CODE3456U - Deploying an OpenShift Cluster with VMware Cloud Assembly.mp4"
E:\eagle\CODE4013U.mp4;"CODE4013U - Shortcut and Better Secure Modern App Development with Bitnami Containers and Chart Foundations.mp4"
E:\eagle\CODE4019BU.mp4;"CODE4019BU - Continuously Refresh your IT Self Service Catalogs, Providing Click-to-Deploy Simplicity for your Enterprise.mp4"
E:\eagle\CODE4328U.mp4;"CODE4328U - Introduction to Raspberry Pi and Sensor Programming.mp4"
E:\eagle\CODE4340U.mp4;"CODE4340U - Kubernetes on Rasberry Pi.mp4"
E:\eagle\CODE4341U.mp4;"CODE4341U - Pulse IoT Center - Collecting Metrics and sending Commands using Raspberry PI.mp4"
E:\eagle\DEE3477BU.mp4;"DEE3477BU - Delivering Modern Management Capabilities with Workspace ONE.mp4"
E:\eagle\DEE4398BUS.mp4;"DEE4398BUS - The shift towards employee experience.mp4"
E:\eagle\EIOT3157BU.mp4;"EIOT3157BU - ExxonMobil Lessons Learned in IoT.mp4"
E:\eagle\EIOT3704BUS.mp4;"EIOT3704BUS - A New Theory of Gravity Shift to Edge Computing.mp4"
E:\eagle\HBI1145BU.mp4;"HBI1145BU - VMware HCX for Cloud Providers Architecture Deep Dive.mp4"
E:\eagle\HBI1158BU.mp4;"HBI1158BU - vRealize Operations for Cloud Providers.mp4"
E:\eagle\HBI1325BU.mp4;"HBI1325BU - VMware Cloud on AWS and vRealize Automation Cloud  Better Together.mp4"
E:\eagle\HBI1418BU.mp4;"HBI1418BU - Architecting Oracle and SAP on VMware Cloud on AWS.mp4"
E:\eagle\HBI1420BU.mp4;"HBI1420BU - Accelerating Oracle and SAP with vSphere 6.7 Hardware Accelerators.mp4"
E:\eagle\HBI1503BU.mp4;"HBI1503BU - Delivering The Easy Button for VMware Cloud.mp4"
E:\eagle\HBI1688BU.mp4;"HBI1688BU - Managing vSphere Certificates A Simplified Technical Overview and Preview.mp4"
E:\eagle\HBI1900BU.mp4;"HBI1900BU - Business-Critical App Validation on vSAN with VMware Cloud Foundation.mp4"
E:\eagle\HBI1953BU.mp4;"HBI1953BU - vSphere Security News You Can Use.mp4"
E:\eagle\HBI2064BU.mp4;"HBI2064BU - Building the Ultimate Hybrid Cloud with VMware Cloud Foundation and VMware Cloud on AWS.mp4"
E:\eagle\HBI2109BU.mp4;"HBI2109BU - Unpacking ESXi What's New and What's Next.mp4"
E:\eagle\HBI2137BU.mp4;"HBI2137BU - vCenter Journey from the Data Center to the Hybrid Cloud.mp4"
E:\eagle\HBI2217BU.mp4;"HBI2217BU - Deep Diving in What's New with vCenter Server.mp4"
E:\eagle\HBI2227BU.mp4;"HBI2227BU - A Practitioner's Guide to vCenter Server Architecture.mp4"
E:\eagle\HBI2349BU.mp4;"HBI2349BU - The Business Value of Data Center Virtualization and Private Cloud.mp4"
E:\eagle\HBI2748BU.mp4;"HBI2748BU - Driving Business Benefits Through Hybrid Cloud IT Outcomes.mp4"
E:\eagle\HBI2893BUR.mp4;"HBI2893BUR - What's New with vSphere.mp4"
E:\eagle\HBI3049BU.mp4;"HBI3049BU - VMware Cloud on AWS Outposts Understanding the Tech and Business Value.mp4"
E:\eagle\HBI3486BUS.mp4;"HBI3486BUS - Hybrid Cloud on AWS Protect all your VMware environments.mp4"
E:\eagle\HBI3591BUS.mp4;"HBI3591BUS - Building Modern Hybrid Applications with Google Cloud Anthos and VMware.mp4"
E:\eagle\HBI4355BU.mp4;"HBI4355BU - Power the Future of Hybrid IT with VMware Cloud Services.mp4"
E:\eagle\HBI4988BUS.mp4;"HBI4988BUS - True Stories Innovation powered by VMware Cloud Foundation.mp4"
E:\eagle\HBI5577BES.mp4;"HBI5577BES - Be Datacenter ready for Hybrid Multi Cloud with NetApp HCI & VMware vSphere.mp4"
E:\eagle\HBO1080BU.mp4;"HBO1080BU - Continuous Application Delivery with Code Stream A customer journey.mp4"
E:\eagle\HBO1786BU.mp4;"HBO1786BU - The Secrets to Achieving a Competitive Advantage with vRealize Automation.mp4"
E:\eagle\HBO2498BU.mp4;"HBO2498BU - vRealize Automation Cloud with VMware Cloud on AWS IHS Markit.mp4"
E:\eagle\HBO3559BU.mp4;"HBO3559BU - vRealize Automation Cloud Developers Paradise on any cloud, on any device.mp4"
E:\eagle\HBO3561BU.mp4;"HBO3561BU - Leveraging advanced features of vRealize Operations in security policies.mp4"
E:\eagle\HCI1086BU.mp4;"HCI1086BU - Modernizing the Data Center Faster to Market Through Innovation for Sky.mp4"
E:\eagle\HCI1177BU.mp4;"HCI1177BU - vSAN Stretched Clusters Technical Deep Dive.mp4"
E:\eagle\HCI1231BU.mp4;"HCI1231BU - High Storage Capacity Deployments on VMware Cloud Leveraging Elastic vSAN.mp4"
E:\eagle\HCI1293BU.mp4;"HCI1293BU - vSAN Resilience What's New to Help Run Your Workloads With Confidence.mp4"
E:\eagle\HCI1712BU.mp4;"HCI1712BU - The vSAN Hardware Platform and Its Importance on vSAN Deployment.mp4"
E:\eagle\HCI1981BU.mp4;"HCI1981BU - Modernize Your HCI Data Center with vRealize Operations and vSAN.mp4"
E:\eagle\HCI3482BUS.mp4;"HCI3482BUS - Build an Agile Hybrid Cloud with VMware and HPE Composable Solutions.mp4"
E:\eagle\HCI3560BU.mp4;"HCI3560BU - A New Model for IAAS Shifting SLAs to VMware with VMC on Dell EMC.mp4"
E:\eagle\KUB2011BU.mp4;"KUB2011BU - Case Study How Domino's Delivers Pizzas with Containers and Kubernetes.mp4"
E:\eagle\MCO1213BU.mp4;"MCO1213BU - Migrate Your Business to the Cloud and Keep Your Expenses on the Ground.mp4"
E:\eagle\MCO2970BU.mp4;"MCO2970BU - Building Compute Towers Intent-Based Provisioning in a Multi-Cloud World.mp4"
E:\eagle\MCO3529BU.mp4;"MCO3529BU - The Multi-cloud Builder's Journey.mp4"
E:\eagle\MLA2021BU.mp4;"MLA2021BU - How Machine Learning Enables the Self-Aware Hybrid Cloud.mp4"
E:\eagle\MLA3098BU.mp4;"MLA3098BU - IT Superpowers Reinforcement Learning for the Self-Driving Data Center.mp4"
E:\eagle\OCTO2079BU.mp4;"OCTO2079BU - The Age of Digital Entanglement How Six Technologies Will Alter IT Forever.mp4"
E:\eagle\OCTO2509BU.mp4;"OCTO2509BU - Network Slicing and Multi-Cloud Service Orchestration for 5G.mp4"
E:\eagle\UEM1063BU.mp4;"UEM1063BU - How to Architect and Deploy Workspace ONE Assist Remote Support.mp4"
E:\eagle\UEM1789BU.mp4;"UEM1789BU - Enhance User and Device Security Posture with Workspace ONE Intelligence.mp4"
E:\eagle\UEM2038BU.mp4;"UEM2038BU - Risk Analytics The Next Step in Securing the Digital Workspace.mp4"
